,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
647,krishkalavt,"बाल मित्रों से मदद मांगिये, प्रचार मंत्री जी को रैली करने दीजिए।",,552,363,34518,52,"India #StandWithTikait

#RakeshTikait is a Real hero 
&amp; 
Tihari is shame of India, a puppet of Godi. #TihariTuTohKhudExposedHai","['StandWithTikait', 'RakeshTikait']"
648,krishkalavt,"बाल मित्रों से मदद मांगिये, प्रचार मंत्री जी को रैली करने दीजिए।",,552,363,34518,49,"Mamata Didi too should do the same thing.
#StandWithTikait
#TihariTuTohKhudExposedHai https://t.co/ErKx3bvGw3","['StandWithTikait', 'TihariTuTohKhudExposedHai']"
649,krishkalavt,"बाल मित्रों से मदद मांगिये, प्रचार मंत्री जी को रैली करने दीजिए।",,552,363,34518,91,"If u see this tweet rt to expose Godi media. 

#TihariTuTohKhudExposedHai
#StandWithTikait","['TihariTuTohKhudExposedHai', 'StandWithTikait']"
650,Dinkarsaheb,Mera Desh ki mitti ki khushboo sabse nirali hai.,,280,150,4741,35,"Tihari Is a fake News peddler 

RT if you agree 
Retweet ! Retweet ! Retweet 
👇👇👇👇👇👇👇👇
Need your support 
Max Retweet 👈💪👇

#TihariTuTohKhudExposedHai https://t.co/dLZfucqUJQ",[]
651,krishkalavt,"बाल मित्रों से मदद मांगिये, प्रचार मंत्री जी को रैली करने दीजिए।",,552,363,34518,472,"RT if you support this hashtag 

 #TihariTuTohKhudExposedHai",['TihariTuTohKhudExposedHai']
652,Dinkarsaheb,Mera Desh ki mitti ki khushboo sabse nirali hai.,,280,150,4741,46,"Reality of Godi Media
If you support
Retweet Maximus
#StandWithTikait
#TihariTuTohKhudExposedHai https://t.co/AeWdGFtm7S","['StandWithTikait', 'TihariTuTohKhudExposedHai']"
653,AnilKumy05,,,168,247,6728,90,"As the farmers in India Killed under the govt surveillance, and maligned by the media Its extremely unfortunate and sad that the countryman  opposes this process, we know that the whole country stands with the innocent  farmers.

#StandWithTikait
#TihariTuTohKhudExposedHai https://t.co/c4L0ASZL4s",[]
654,preetsingh855,,,24,18,3223,187,"Retweet

#StandWithTikait 
#TihariTuTohKhudExposedHai https://t.co/gt2ntmAXkl","['StandWithTikait', 'TihariTuTohKhudExposedHai']"
655,krishkalavt,"बाल मित्रों से मदद मांगिये, प्रचार मंत्री जी को रैली करने दीजिए।",,552,363,34518,117,"Sudhir Chaudhary is a true nationalist, he is with Indian Prime Minister #TihariTuTohKhudExposedHai https://t.co/om4FHkqO2y",['TihariTuTohKhudExposedHai']
656,krishkalavt,"बाल मित्रों से मदद मांगिये, प्रचार मंत्री जी को रैली करने दीजिए।",,552,363,34518,133,"If agree then rt guys 

 #TihariTuTohKhudExposedHai",['TihariTuTohKhudExposedHai']
657,krishkalavt,"बाल मित्रों से मदद मांगिये, प्रचार मंत्री जी को रैली करने दीजिए।",,552,363,34518,51,"#TihariTuTohKhudExposedHai

Zee news 
😆 https://t.co/nLHFuHhzQZ",['TihariTuTohKhudExposedHai']
658,Jatinde75165490,,"पंजाब, भारत",57,4,221,1077,"Already exposed 👇
#TihariTuTohKhudExposedHai https://t.co/T3QhOtsVhr",['TihariTuTohKhudExposedHai']
659,Jatinde75165490,,"पंजाब, भारत",57,4,221,358,"Sudhir Chaudhary is a true nationalist, he is with Indian Prime Minister #TihariTuTohKhudExposedHai https://t.co/XEz9eIVDHG

#StandWithTikait",['TihariTuTohKhudExposedHai']
660,krishkalavt,"बाल मित्रों से मदद मांगिये, प्रचार मंत्री जी को रैली करने दीजिए।",,552,363,34518,143,"Farmers all over the country with Rakesh Tiket. India is a country of soldiers and farmers. 
 #StandWithTikait 
#TihariTuTohKhudExposedHai
@HansrajMeena",['StandWithTikait']
661,krishkalavt,"बाल मित्रों से मदद मांगिये, प्रचार मंत्री जी को रैली करने दीजिए।",,552,363,34518,138,"A befitting reply by the farmers to the BJP's moves to defame the farmers' movement.

#StandWithTikait
#TihariTuTohKhudExposedHai https://t.co/qyatzBApiB",['StandWithTikait']
662,krishkalavt,"बाल मित्रों से मदद मांगिये, प्रचार मंत्री जी को रैली करने दीजिए।",,552,363,34518,188,"Tikait is the voice of common man, not a slave #StandWithTikait
#TihariTuTohKhudExposedHai https://t.co/eDCfJ8Pww5","['StandWithTikait', 'TihariTuTohKhudExposedHai']"
663,Jatinde75165490,,"पंजाब, भारत",57,4,221,85,"Retweet fast  #TihariTuTohKhudExposedHai
#RakeshTikait #StandWithTikait https://t.co/T7BVQ8oFee","['TihariTuTohKhudExposedHai', 'RakeshTikait', 'StandWithTikait']"
664,krishkalavt,"बाल मित्रों से मदद मांगिये, प्रचार मंत्री जी को रैली करने दीजिए।",,552,363,34518,182,"Asked Rs 100 crore from Naveen Jindal,if not given,Chudir Chaudhary of AP Seva,who ran negative news against his company,is running the agenda of exposing the farmers.
Chudir Chaudhary was sent to jail,This is a blot in the name of journalism itself.
 #TihariTuTohKhudExposedHai https://t.co/vIIRzSszxC",[]
665,krishkalavt,"बाल मित्रों से मदद मांगिये, प्रचार मंत्री जी को रैली करने दीजिए।",,552,363,34518,208,"#TihariTuTohKhudExposedHai
Subhash Chadra Goel owner of  Zee News and boss of Tihari Chowdary with family doing a family selfie with Modi https://t.co/B4JqT9ENT6",['TihariTuTohKhudExposedHai']
666,krishkalavt,"बाल मित्रों से मदद मांगिये, प्रचार मंत्री जी को रैली करने दीजिए।",,552,363,34518,358,"Sudhir Chaudhary is a true nationalist, he is with Indian Prime Minister #TihariTuTohKhudExposedHai https://t.co/XEz9eIVDHG

#StandWithTikait",['TihariTuTohKhudExposedHai']
667,krishkalavt,"बाल मित्रों से मदद मांगिये, प्रचार मंत्री जी को रैली करने दीजिए।",,552,363,34518,101,"#TihariTuTohKhudExposedHai stop creating nuisance against a strong leader who is fighting continuously from 10 months for the rights of farmers, entire country is watching your stupidity first of all check your DNA then try to say something regarding Tikait Ji.

 #StandWithTikait https://t.co/QzEEiV1tzE",['TihariTuTohKhudExposedHai']
668,krishkalavt,"बाल मित्रों से मदद मांगिये, प्रचार मंत्री जी को रैली करने दीजिए।",,552,363,34518,506,"This tihari is trying to expose Tikait. Irony! 

@_garrywalia

#TihariTuTohKhudExposedHai https://t.co/O4GaSxtvH5",['TihariTuTohKhudExposedHai']
669,krishkalavt,"बाल मित्रों से मदद मांगिये, प्रचार मंत्री जी को रैली करने दीजिए।",,552,363,34518,85,"Retweet fast  #TihariTuTohKhudExposedHai
#RakeshTikait #StandWithTikait https://t.co/T7BVQ8oFee","['TihariTuTohKhudExposedHai', 'RakeshTikait', 'StandWithTikait']"
670,krishkalavt,"बाल मित्रों से मदद मांगिये, प्रचार मंत्री जी को रैली करने दीजिए।",,552,363,34518,311,"I support 

#TihariTuTohKhudExposedHai https://t.co/yKxyOGzPjq",['TihariTuTohKhudExposedHai']
671,krishkalavt,"बाल मित्रों से मदद मांगिये, प्रचार मंत्री जी को रैली करने दीजिए।",,552,363,34518,445,"Tikait is Father of all BJP's Tihari 🚜
Godi media never try ...
#TihariTuTohKhudExposedHai https://t.co/IYRRIrsyMY",['TihariTuTohKhudExposedHai']
672,krishkalavt,"बाल मित्रों से मदद मांगिये, प्रचार मंत्री जी को रैली करने दीजिए।",,552,363,34518,203,"No Doubt !!
@_garrywalia
#TihariTuTohKhudExposedHai",['TihariTuTohKhudExposedHai']
673,krishkalavt,"बाल मित्रों से मदद मांगिये, प्रचार मंत्री जी को रैली करने दीजिए।",,552,363,34518,249,"Fake video... Fake news...

#TihariTuTohKhudExposedHai",['TihariTuTohKhudExposedHai']
674,krishkalavt,"बाल मित्रों से मदद मांगिये, प्रचार मंत्री जी को रैली करने दीजिए।",,552,363,34518,629,"Godi Media, just obey your boss.
#StandWithTikait 
#TihariTuTohKhudExposedHai https://t.co/gZcHwJUW3E","['StandWithTikait', 'TihariTuTohKhudExposedHai']"
675,krishkalavt,"बाल मित्रों से मदद मांगिये, प्रचार मंत्री जी को रैली करने दीजिए।",,552,363,34518,1078,"Already exposed 👇
#TihariTuTohKhudExposedHai https://t.co/T3QhOtsVhr",['TihariTuTohKhudExposedHai']
676,krishkalavt,"बाल मित्रों से मदद मांगिये, प्रचार मंत्री जी को रैली करने दीजिए।",,552,363,34518,307,"RT if you agree #StandWithTikait 
#TihariTuTohKhudExposedHai","['StandWithTikait', 'TihariTuTohKhudExposedHai']"
677,krishkalavt,"बाल मित्रों से मदद मांगिये, प्रचार मंत्री जी को रैली करने दीजिए।",,552,363,34518,976,"Zee News has insulted farmers many times . I request @CHARANJITCHANNI to take zee media off air from punjab till they don’t tender apology to farmers 

 #TihariTuTohKhudExposedHai",[]
678,soniwaraich5,live in gwalior belong to Sikh religion I am farmer and Indian origin,"Gwalior, India",567,358,39874,61,"Rt if U Agree
@_garrywalia
#TihariTuTohKhudExposedHai",['TihariTuTohKhudExposedHai']
679,vishwa249_kumar,"ना पक्ष ना विपक्ष 
.....जनपक्ष....",,143,136,6405,1078,"Already exposed 👇
#TihariTuTohKhudExposedHai https://t.co/T3QhOtsVhr",['TihariTuTohKhudExposedHai']
680,Anatt70681627,"Dentist love Lakers , shopping,music",,68,92,5097,94,Godi media separate hate nd fake news.  #TihariTuTohKhudExposedHai,['TihariTuTohKhudExposedHai']
681,Anatt70681627,"Dentist love Lakers , shopping,music",,68,92,5097,138,"A befitting reply by the farmers to the BJP's moves to defame the farmers' movement.

#StandWithTikait
#TihariTuTohKhudExposedHai https://t.co/qyatzBApiB",['StandWithTikait']
682,Anatt70681627,"Dentist love Lakers , shopping,music",,68,92,5097,445,"Tikait is Father of all BJP's Tihari 🚜
Godi media never try ...
#TihariTuTohKhudExposedHai https://t.co/IYRRIrsyMY",['TihariTuTohKhudExposedHai']
683,savepsubank,All tweets are personal . एक अभागा बैंकर retweet’s are not endorsements...Bob. ab104010 से धोखा खाया हुआ वर्तमान में दूसरे का चुतिया काट चुकी है सावधान,इनके पास जाओ वाली कुर्सी,1012,703,982,1078,"Already exposed 👇
#TihariTuTohKhudExposedHai https://t.co/T3QhOtsVhr",['TihariTuTohKhudExposedHai']
684,munazzaeng,,,235,12,374,373,"RT if you agree #StandWithTikait 
#TihariTuTohKhudExposedHai 
@_garrywalia https://t.co/JEo6ipWo3A","['StandWithTikait', 'TihariTuTohKhudExposedHai']"
685,ShelleyKaur1,striving and learning to be egalitarian and equanimous . Andolanjivi so let’s talk about #FarmersProtest,,337,213,7664,122,"Godi media Stop the propaganda against #FarmersProtest and Farmer leaders!
We Stand with @RakeshTikaitBKU ji.

#StandWithTikait
#TihariTuTohKhudExposedHai https://t.co/08BWbPkwKV",['FarmersProtest']
686,ShelleyKaur1,striving and learning to be egalitarian and equanimous . Andolanjivi so let’s talk about #FarmersProtest,,337,213,7664,251,"I support this hastag RT if you agree 
   
@_garrywalia

#TihariTuTohKhudExposedHai https://t.co/g00ilEe0x8",['TihariTuTohKhudExposedHai']
687,ShelleyKaur1,striving and learning to be egalitarian and equanimous . Andolanjivi so let’s talk about #FarmersProtest,,337,213,7664,236,"Remember 100 crore and u went to jail 

Anyhow we remember everything 

 #TihariTuTohKhudExposedHai",['TihariTuTohKhudExposedHai']
688,ShelleyKaur1,striving and learning to be egalitarian and equanimous . Andolanjivi so let’s talk about #FarmersProtest,,337,213,7664,85,"Retweet fast  #TihariTuTohKhudExposedHai
#RakeshTikait #StandWithTikait https://t.co/T7BVQ8oFee","['TihariTuTohKhudExposedHai', 'RakeshTikait', 'StandWithTikait']"
689,ShelleyKaur1,striving and learning to be egalitarian and equanimous . Andolanjivi so let’s talk about #FarmersProtest,,337,213,7664,307,"RT if you agree #StandWithTikait 
#TihariTuTohKhudExposedHai","['StandWithTikait', 'TihariTuTohKhudExposedHai']"
